,id,title,label
1487,2900,relaxed memory models an operational approach,3
1488,2903,optimizing view queries in rolex to support navigable result trees,1
1489,2906,using and refining simplifications explanation based learning of plans in intractable domains,2
1490,2910,a verification system for timed interval calculus,3
1491,2915,stochastic processes as concurrent constraint programs,3
1492,2917,enhanced hierarchical classification via isotonic smoothing,0
1493,2919,retrieval of relational structures for image sequence analysis,1
1494,2921,inference networks for document retrieval,0
1495,2923,topic driven multi document summarization with encyclopedic knowledge and spreading activation,4
1496,2929,logic programing in artificial intelligence,2
1497,2931,retrieval performance versus disc space utilization on worm optical discs,1
1498,2934,connecting software components with declarative glue,3
1499,2935,algorithm synthesis through problem reformulation,2
1500,2936,beyond independent relevance methods and evaluation metrics for subtopic retrieval,0
1501,2937,structures semantics and statistics,1
1502,2939,a genetic approach for random testing of database systems,1
1503,2940,a fresh look at combinator graph reduction,3
1504,2941,organizing linguistic knowledge for multilingual generation,4
1505,2942,managing and analyzing carbohydrate data,1
1506,2943,using interaction networks for visualisation of message passing,3
1507,2945,race directed random testing of concurrent programs,3
1508,2946,cross lingual propagation for morphological analysis,2
1509,2950,heterogeneous multirobot coordination with spatial and temporal constraints,2
1510,2951,on interacting defaults,2
1511,2955,discriminative models of integrating document evidence and document candidate associations for expert search,0
1512,2958,multi faceted information retrieval system for large scale email archives,0
1513,2959,the eggyolk reliability hierarchy  semantic data integration using sorts with prototypes,0
1514,2962,fm91 formal methods workshop,3
1515,2965,ocam a collaborative system for multimedia applications,1
1516,2967,spinning multiple social networks for semantic web,2
1517,2970,cloning based context sensitive pointer alias analysis using binary decision diagrams,3
1518,2972,analysis of strategic knowledge in back of the envelope reasoning,2
1519,2974,bidding marginal utility in simultaneous auctions,2
1520,2975,context sensitive domain independent algorithm composition and selection,3
1521,2976,visualizing multi dimensional clusters trends and outliers using star coordinates,0
1522,2977,acquisition of lexical information from a large textual italian corpus,4
1523,2978,analyzing medical processes,3
1524,2979,applying collaborative filtering techniques to movie search for better ranking and browsing,0
1525,2982,constrained optimization for validation guided conditional random field learning,0
1526,2983,propagation redundancy for permutation channels,2
1527,2987,dbcache database caching for web application servers,1
1528,2989,a maximum entropy web recommendation system combining collaborative and content features,0
1529,2990,an algorithmic basis for integrating production systems and large databases,1
1530,2991,correctness preserving derivation of concurrent garbage collection algorithms,3
1531,2995,an evaluation of tcp splice benefits in web proxy servers,0
1532,2996,an experimental approach to a course on parallel and distributed algorithms,3
1533,2999,doing quality work the role of software process definition in the computer science curriculum,3
1534,3000,trace ratio criterion for feature selection,2
1535,3001,relational link based ranking,1
1536,3003,mining linguistic cues for query expansion applications to drug interaction search,0
1537,3004,tree unification grammar,4
1538,3007,sequoia 2000 metadata schema for satellite images,1
1539,3008,document centered approach to text normalization,0
1540,3009,games stories or something more traditional the types of assignments college students prefer,3
1541,3013,chinese korean word alignment based on linguistic comparison,4
1542,3015,a language based problem solver,2
1543,3016,opinion observer analyzing and comparing opinions on the web,0
1544,3018,a logical account of causal and topological maps,2
1545,3019,the whiteboard architecture a way to integrate heterogeneous components of nlp systems,4
1546,3021,a reinforcement learning algorithm with polynomial interaction complexity for only costly observable mdps,2
1547,3022,a logic for acting sensing and planning,2
1548,3023,modeling performance driven workload characterization of web search systems,0
1549,3024,fundamental techniques for order optimization,1
1550,3026,an explainable artificial intelligence system for small unit tactical behavior,2
1551,3027,predicting the length of solutions to problems,2
1552,3029,modal interpretations of default logic,2
1553,3034,generalized skewing for functions with continuous and nominal attributes,2
1554,3036,storing text retrieval systems on cd rom compression and encryption considerations,0
1555,3037,best first frontier search with delayed duplicate detection,2
1556,3038,quality assessment of large scale knowledge resources,4
1557,3040,methods for the administration of textual data in database systems,0
1558,3041,synthesizing database transactions,1
1559,3043,structural inference for semistructured data,0
1560,3044,information retrieval system evaluation effort sensitivity and reliability,0
1561,3045,conceptual analysis of noun groups in english,2
1562,3047,mining coherent patterns from heterogeneous microarray data,0
1563,3048,automated construction of testing and analysis tools,3
1564,3051,towards a possibilistic logic handling of preferences,2
1565,3056,learning to compete in heterogeneous web search environments,2
1566,3059,statistical models for topic segmentation,4
1567,3063,new directions in the introductory computer science curriculum,3
1568,3064,a quantitative analysis and performance study for similarity search methods in high dimensional spaces,1
1569,3066,precise compile time performance prediction for superscalar based computers,3
1570,3067,a word parallel bit serial signature processor for superimposed coding,1
1571,3068,proving non termination,3
1572,3070,least common subsumers and most specific concepts in a description logic with existential restrictions and terminological cycles,2
1573,3071,an exact probability model for finite hash tables,1
1574,3072,information retrieval using word senses root sense tagging approach,0
1575,3074,rainforest   a framework for fast decision tree construction of large datasets,1
1576,3075,towards combining web classification and web information extraction a case study,0
1577,3076,lessons from the implementation of an adaptive parts acquisition eportal,0
1578,3080,empirically based control of natural language generation,4
1579,3081,planning with problems requiring temporal coordination,2
1580,3083,moving selections into linear least fixpoint queries,1
1581,3085,discourse entities in janus,4
1582,3086,mining sequential patterns with constraints in large databases,0
1583,3089,archiving scientific data,1
1584,3092,a concept centered approach to noun compound interpretation,4
1585,3093,privatizing constraint optimization,2
1586,3095,engineering and hosting adaptive freshness sensitive web applications on data centers,0
1587,3098,offering open hypermedia services to the www a step by step approach for developers,0
1588,3100,empirical exploitation of click data for task specific ranking,4
1589,3101,utilizing statistical dialogue act processing in verbmobil,4
1590,3105,know thine enemy a champion robocup coach agent,2
1591,3107,designing software architectures for usability,3
1592,3109,database research at ut arlington,1
1593,3110,whisper a problem solving system utilizing diagrams and a parallel processing retina,2
1594,3112,anchorwoman top k structured mobile web search engine,0
1595,3113,scalable language processing algorithms for the masses a case study in computing word co occurrence matrices with mapreduce,4
1596,3115,semi automatic self adaptive control of garbage collection rates in object databases,1
1597,3119,memory management with explicit regions,3
1598,3120,students teaching students incorporating presentations into a course,3
1599,3121,a verifier for interactive data driven web applications,1
1600,3124,algorithms and programming models for efficient representation of xml for internet applications,0
1601,3125,integration of probabilistic fact and text retrieval,0
1602,3128,modularizing codescriptive grammars for efficient parsing,4
1603,3129,training feedforward neural networks using genetic algorithms,2
1604,3130,mid tier caching the timesten approach,1
1605,3131,optional deep case filling and focus control with mental images antlima koref,2
1606,3137,significant feature detection and matching in image pairs,2
1607,3139,lexical rules what are they,4
1608,3141,on query spreadsheets,1
1609,3143,when gossip is good distributed probabilistic inference for detection of slow network intrusions,2
1610,3144,a comparison of analytic and experimental goal regression for machine learning,2
1611,3145,an analysis of vector space models based on computational geometry,0
1612,3146,color learning on a mobile robot towards full autonomy under changing illumination,2
1613,3147,two axioms for evaluation measures in information retrieval,0
1614,3148,do we really teach abstraction,3
1615,3149,rule based translation of relational queries into iterative programs,1
1616,3150,on odd and even cycles in normal logic programs,2
1617,3151,an application view of coordinators coordination managers for first responders,2
1618,3152,imitation learning of team play in multiagent system based on hidden markov modeling,2
1619,3153,lexical database design the shakespeare dictionary model,4
1620,3154,smart making db2 more autonomic,1
1621,3155,measuring the structural similarity of semistructured documents using entropy,1
1622,3158,why we search visualizing and predicting user behavior,0
1623,3163,the effectiveness of query expansion for distributed information retrieval,0
1624,3165,paragraph retrieval for  question answering,0
1625,3166,tagging products using image classification,0
1626,3167,boosting constrained mutual subspace method for robust image set based object recognition,2
1627,3169,new improvements in optimal rectangle packing,2
1628,3172,robust feature induction for support vector machines,2
1629,3173,experience with a module package in developing production quality pascal programs,3
1630,3175,explication of object oriented databases a software engineering perspective,3
1631,3182,some chart based techniques for parsing ill formed input,4
1632,3184,compact spectral bases for value function approximation using kronecker factorization,2
1633,3185,non binary constraints and optimal dual graph representations,2
1634,3186,integrating implicit answers with object oriented queries,1
1635,3188,efficient tabular lr parsing,4
1636,3190,multiclass support vector machines for articulatory feature classification,2
1637,3191,it seemed like a good idea at the time,3
1638,3193,scalable and near real time burst detection from ecommerce queries,0
1639,3194,coping with uncertainty in map learning,2
1640,3196,building structure into local search for sat,2
1641,3197,opening the eyes of those who can see to the world of those who cant a case study,3
1642,3198,armor security for los angeles international airport,2
1643,3199,relational joins on graphics processors,1
1644,3201,cat a cone an interactive interface for specifying searches and viewing retrieval results using a large category hierarchy,0
1645,3203,on modelling behavioural semantics of databases,1
1646,3204,a distributed case based reasoning application for engineering sales support,2
1647,3209,query by output,1
1648,3211,identifying bridging rules between conceptual clusters,0
1649,3212,translating relevance scores to probabilities for contextual advertising,0
1650,3213,empirical justification of the gain and discount function for ndcg,0
1651,3214,database evaluation using multiple regression techniques,1
1652,3216,efficient range constrained similarity search on wavelet synopses over multiple streams,0
1653,3217,graph based anomaly detection,0
1654,3223,parallelism in inheritance hierarchies with exceptions,2
1655,3224,density based clustering of uncertain data,0
1656,3225,generalized dominators and post dominators,3
1657,3226,sqlb a query allocation framework for autonomous consumers and providers,1
1658,3230,genre based decomposition of email class noise,0
1659,3231,the role of knowledge in conceptual retrieval a study in the domain of clinical medicine,0
1660,3232,coarse grained transactions,3
1661,3233,fast code generation using automatically generated decision trees,3
1662,3237,a flexible and robust similarity measure based on contextual probability,2
1663,3238,practical error recovery in lr parsing,3
1664,3240,a fast data collection and augmentation procedure for object recognition,2
1665,3242,algebraic foundation and optimization for object based query languages,1
1666,3243,structure compilation trading structure for features,2
1667,3247,an extensible file system for hydra,3
1668,3249,design and implementation of an interactive tutorial framework,3
1669,3250,designing an application development model for a large banking organization,3
1670,3251,learning large margin classifiers locally and globally,2
1671,3252,detecting distance based outliers in streams of data,0
1672,3254,information lookahead planning for auv mapping,2
1673,3255,a method for behavior modeling in data oriented approach to system design,1
1674,3256,identifying biologically relevant genes via multiple heterogeneous data sources,0
1675,3257,wildcards for lightweight information integration in virtual desktops,0
1676,3258,effort estimation using analogy,3
1677,3259,experience in teaching a software reengineering course,3
1678,3260,temporal logic  historical databases,1
1679,3263,corpus based annotated test set for machine translation evaluation by an industrial user,4
1680,3265,an interactive clustering based approach to integrating source query interfaces on the deep web,1
1681,3269,using test suites in evaluation of machine translation systems,4
1682,3270,migration motif a spatial   temporal pattern mining approach for financial markets,0
1683,3271,belief revision revised,2
1684,3272,predicting probability distributions for surf height using an ensemble of mixture density networks,2
1685,3273,an extended object oriented database approach to networked multimedia applications,1
1686,3277,the cougar project a work in progress report,1
1687,3279,gr2 a hybrid knowledge based system using general rules,2
1688,3280,improving lrtak,2
1689,3281,user defined aggregate functions bridging theory and practice,1
1690,3283,syntactic features and word similarity for supervised metonymy resolution,4
1691,3286,a latent variable model for query expansion using the hidden markov model,0
1692,3287,the ode active database trigger semantics and implementation,1
1693,3288,on what exactly is going on when software is developed step by step,3
1694,3289,shopsmart product recommendations through technical specifications and user reviews,0
1695,3290,a fixpoint calculus for local and global program flows,3
1696,3293,automatic programming for streams ii transformational implementation,3
1697,3294,towards efficient dominant relationship exploration of the product items on the web,0
1698,3295,a dual layer crfs based joint decoding method for cascaded segmentation and labeling tasks,2
1699,3298,stopping criteria for active learning of named entity recognition,4
1700,3300,lk a language for capturing real world meanings of the stored data,1
1701,3301,a tutor on scope for the programming languages course,3
1702,3302,semantic data engineering for generalized databases,1
1703,3303,proximity based opinion retrieval,0
1704,3310,document recommendation in social tagging services,0
1705,3315,heuristic search vs exhaustive search,2
1706,3319,querying the internet with pier,1
1707,3320,towards making luby rackoff ciphers optimal and practical,3
1708,3321,implementing large production systems in a dbms environment concepts and algorithms,1
1709,3322,a theory of parallelism and the case of vp ellipsis,4
1710,3325,effective xml content and structure retrieval with relevance ranking,0
1711,3326,an empirical study of regression test application frequency,3
1712,3328,early aspects at icse workshop in aspect oriented requirements engineering and architecture design,3
1713,3329,measuring the cost of robotic communication,2
1714,3330,gender sensitive automated negotiators,2
1715,3332,anomaly free incremental output in stream processing,0
1716,3333,visualization and adjustment of evaluation functions based on evaluation values and win probability,2
1717,3335,arbus a tool for developing application grammars,4
1718,3340,using signals of human interest to enhance single document summarization,2
1719,3342,pac   personality and cognition an interactive system for modelling agent scenarios,2
1720,3346,efficient dialogue strategy to find users intended items from information query results,4
1721,3348,efficient maintenance of rule derived data through join pattern indexing,0
1722,3352,learning features that predict cue usage,4
1723,3353,join graphs and acyclic database schemes,1
1724,3358,beyond classical planning procedural control knowledge and preferences in state of the art planners,2
1725,3362,consistent on line classification of dbs workload events,0
1726,3367,computers and iphones and mobile phones oh my a logs based comparison of search users on different devices,0
1727,3370,to swing or not to swing learning when not to advertise,0
1728,3371,a phrase based statistical model for sms text normalization,4
1729,3372,constructing a text corpus for inexact duplicate detection,0
1730,3376,bidirectional use of knowledge in the multi modal nl access system xtra,2
1731,3377,coupling csp decomposition methods and diagnosis algorithms for tree structured systems,2
1732,3379,efficiently supporting procedures in relational database systems,1
1733,3381,conditional importance networks a graphical language for representing ordinal monotonic preferences over sets of goods,2
1734,3382,reasoning with incomplete knowledge in a resource limited environment integrating reasoning and knowledge acquisition,2
1735,3383,an edge deletion semantics for belief propagation and its practical impact on approximation quality,2
1736,3385,citation analysis of database publications,1
1737,3389,sql database primitives for decision tree classifiers,0
1738,3392,research on architectures for integrated speechlanguage systems in verbmobil,4
1739,3393,deriving marketing intelligence from online discussion,0
1740,3394,using the web for language independent spellchecking and autocorrection,4
1741,3396,inspector joins,1
1742,3397,the fringe saving a search algorithm   a feasibility study,2
1743,3400,toward a software testing and reliability early warning metric suite,3
1744,3402,handling very large numbers of association rules in the analysis of microarray data,0
1745,3404,discriminant kernel and regularization parameter learning via semidefinite programming,2
1746,3406,collaborative ordinal regression,2
1747,3409,reinforcement learning for vulnerability assessment in peer to peer networks,2
1748,3411,integrating support for temporal media into an architecture for graphical user interfaces,3
1749,3416,world wide database   integrating the web corba and databases,1
1750,3418,nonmyopic adaptive informative path planning for multiple robots,2
1751,3424,semi supervised learning of visual classifiers from web images and text,2
1752,3427,hierarchical orderings of textual units,4
1753,3430,the wisdom of the few a collaborative filtering approach based on expert opinions from the web,0
1754,3431,incorporating different search models into one document retrieval system,0
1755,3434,learning to connect language and perception,2
1756,3436,improved iterative scaling can yield multiple globally optimal models with radically differing performance levels,4
1757,3437,discovering the wave theory of sound inductive inference in the context of problem solving,2
1758,3438,on automated composition for web services,0
1759,3439,supporting dynamic distributed work processes with a component and event based approach,3
1760,3441,discovering classes of strongly equivalent logic programs,2
1761,3442,active learning for pipeline models,2
1762,3444,comparing hierarchical data in external memory,1
1763,3445,indexing multi dimensional uncertain data with arbitrary probability density functions,1
1764,3446,iterative optimization in the polyhedral model part ii multidimensional time,3
1765,3447,importance weighted active learning,2
1766,3449,generating statechart designs from scenarios,3
1767,3451,effort estimation how valuable is it for a web company to use a cross company data set compared to using its own single company data set,0
1768,3452,the max armed bandit a new model of exploration applied to search heuristic selection,2
1769,3453,generalization error of linear neural networks in an empirical bayes approach,2
1770,3455,discovering domain specific composite kernels,2
1771,3457,a cs1 course designed to address interests of women,3
1772,3458,balancing performance and data freshness in web database servers,1
1773,3462,reference frames for animate vision,2
1774,3465,concurrent file reorganization for record clustering a performance study,1
1775,3466,online generation of association rules,1
1776,3467,a fast analytical algorithm for solving markov decision processes with real valued resources,2
1777,3468,discourse relations a structural and presuppositional account using lexicalised tag,4
1778,3469,load balanced query dissemination in privacy aware online communities,1
1779,3471,yes there is a correlation   from social networks to personal behavior on the web,0
1780,3474,an automatic clustering of articles using dictionary definitions,4
1781,3475,the time index an access structure for temporal data,1
1782,3478,utilization of navigational queries for result presentation and caching in search engines,0
1783,3479,processing relaxed skylines in pdms using distributed data summaries,0
1784,3480,the influence of organizational structure on software quality an empirical case study,3
1785,3484,caching and database scaling in distributed shard nothing information retrieval systems,1
1786,3485,distributional term representations an experimental comparison,0
1787,3486,approximate query processing using wavelets,1
1788,3487,what makes a query difficult,0
1789,3488,query result clustering for object level search,0
1790,3492,laura a formal data model and her logical design methodology,1
1791,3493,teaching internet algorithmics,3
1792,3495,software requirements negotiation some lessons learned,3
1793,3496,new inference rules for efficient max sat solving,2
1794,3497,from concepts to implementation and visualization tools from a team based approach to ir,0
1795,3504,transductive support vector machines for structured variables,2
1796,3506,cui networks a graphical representation for conditional utility independence,2
1797,3507,modular type classes,3
1798,3510,decidable reasoning in a modified situation calculus,2
1799,3513,syntactic normalization of spontaneous speech,4
1800,3514,a performance model of synchronization mechanisms in a file system,1
1801,3516,optimizing queries with universal quantification in object oriented and object relational databases,1
1802,3519,a methodology for proving termination of general logic programs,2
1803,3522,mining the web for answers to natural language questions,0
1804,3523,describing and using query capabilities of heterogeneous sources,1
1805,3524,incorporating functional dependencies in deductive query answering,1
1806,3531,modeling semantics and structure of discussion threads,0
1807,3532,spark top k keyword query in relational databases,1
1808,3533,compiling bayesian networks using variable elimination,2
1809,3535,a constrained mechanism for procedural learning,2
1810,3537,beacond a peer to peer system to teach ubiquitous computing,3
1811,3539,engineering safety related requirements for software intensive systems,3
1812,3542,a study of an advance organizer as a technique for teaching computer programming concepts,3
1813,3544,an overview of good,1
1814,3545,building an mt dictionary from parallel texts based on linguistic and statistical information,4
1815,3546,efficient processing of relational calculus expressions using range query theory,1
1816,3548,maximum margin clustering made practical,2
1817,3550,precise dynamic slicing algorithms,3
1818,3552,counterexample guided focus,3
1819,3553,xseq an index infrastructure for tree pattern queries,1
1820,3554,ltag dependency parsing with bidirectional incremental construction,4
1821,3555,bayesian clustering for email campaign detection,2
1822,3560,how to analyze large programs efficiently and informatively,3
1823,3561,meinongian semantics for propositional semantic networks,4
1824,3562,incorporating prior knowledge with weighted margin support vector machines,0
1825,3563,the pintos instructional operating system kernel,3
1826,3565,automatic indexing and government binding theory,4
1827,3566,performance evaluation of ephemeral logging,1
1828,3567,mental state adjectives the perspective of generative lexicon,4
1829,3569,classification networks a knowledge representation scheme for curriculum prescription,2
1830,3570,a parser for a speech understanding system,2
1831,3571,coordinating first order multiparty interactions,3
1832,3573,incorporating topical support documents into a small training set in text categorization,0
1833,3574,database theory for supporting specification based database systems development,3
1834,3576,the world and the machine,3
1835,3577,a method for transparent admission control and request scheduling in e commerce web sites,0
1836,3578,bridging the gap between underspecification formalisms minimal recursion semantics as dominance constraints,4
1837,3579,transitivity and foregrounding in news articles experiments in information retrieval and automatic summarising,4
1838,3581,detecting changes in unlabeled data streams using martingale,2
1839,3582,noa   a normative agent architecture,2
1840,3583,bisimulation congruences in safe ambients,3
1841,3584,domain specific keyphrase extraction,0
1842,3586,principles of hash based text retrieval,0
1843,3589,topologically constrained latent variable models,2
1844,3590,a compiler approach to fast hardware design space exploration in fpga based systems,3
1845,3592,supporting display generation for complex database objects,1
1846,3595,automatic direct and indirect schema mapping experiences and lessons learned,1
1847,3596,building the semantic web tower from rdf straw,2
1848,3598,examples in legal reasoning legal hypotheticals,2
1849,3601,reasoning with descriptions of trees,4
1850,3603,normalization theory for xml,1
1851,3604,opinion holder extraction from author and authority viewpoints,0
1852,3605,effective retrieval with distributed collections,0
1853,3608,enhancements to the voting algorithm,1
1854,3609,reasoning about programs,3
1855,3610,staged allocation a compositional technique for specifying and implementing procedure calling conventions,3
1856,3611,a critical overview of computer performance evaluation,3
1857,3612,a multimedia office filing system,1
1858,3613,a planning approach for message oriented semantic web service composition,2
1859,3614,semantic abstraction and anaphora,4
1860,3616,stripes an efficient index for predicted trajectories,1
1861,3617,d cape distributed and self tuned continuous query processing,0
1862,3619,sequential auctions for the allocation of resources with complementarities,2
1863,3621,tdlambda networks temporal difference networks with eligibility traces,2
1864,3622,some further analysis of the essential blocking recurrence,1
1865,3626,understanding the relationship between searchers queries and information goals,0
1866,3628,dirichlet aggregation unsupervised learning towards an optimal metric for proportional data,2
1867,3629,conceptual representation for knowledge bases and intelligent information retrieval systems,0
1868,3634,topaz a cost based rule driven multi phase parallelizer,1
1869,3635,a hybrid unsupervised approach for document clustering,0
1870,3636,evaluating the impact of selection noise in community based web search,0
1871,3637,a system for retrieving speech documents,0
1872,3643,automated index management for distributed web search,0
1873,3648,classifying relations for biomedical named entity disambiguation,4
1874,3651,discriminative training and maximum entropy models for statistical machine translation,4
1875,3652,efficient techniques for document sanitization,0
1876,3655,chance it an object oriented capstone project for cs 1,3
1877,3656,relaxed index consistency for a client server database,1
1878,3657,processing queries over generalization hierarchies in a multidatabase system,1
1879,3659,the aggregate data problem a system for their definition and management,1
1880,3660,database tuning advisor for microsoft sql server 2005 demo,1
1881,3661,terminator,2
1882,3663,unrestrictd gapping grammars,2
1883,3664,a sparse sampling algorithm for near optimal planning in large markov decision processes,2
1884,3665,local rely guarantee reasoning,3
1885,3667,bigsur a system for the management of earth science data,1
1886,3668,logical foundations of relational data exchange,1
1887,3670,koda   the architecture and interface of a data model independent kernel,1
1888,3672,counting enumerating and sampling of execution plans in a cost based query optimizer,1
1889,3675,cooperative hybrid systems,2
1890,3676,estimating the selectivity of based cosine similarity predicates,1
1891,3677,popel how a distributed parallel model for incremental natural language production with feedback,2
1892,3679,rule merging in a rule based arabic stemmer,4
1893,3681,exploiting hardware performance counters with flow and context sensitive profiling,3
1894,3682,predicting customer shopping lists from point of sale purchase data,0
1895,3683,the evolution of the web and implications for an incremental crawler,1
1896,3684,constraint based categorical grammar,4
1897,3687,prediction is deduction but explanation is abduction,2
1898,3689,dont scrap it wrap it a wrapper architecture for legacy data sources,1
1899,3690,enhancing performance of cooperating agents in real time diagnostic systems,2
1900,3694,refined triggering graphs a logic based approach to termination analysis in an active object oriented database,1
1901,3697,local likelihood modeling of temporal text streams,2
1902,3698,rule extraction from linear support vector machines,0
1903,3699,from trees to predicate argument structures,4
1904,3700,manipulating descriptions of programs for database access,2
1905,3701,florid a prototype for f logic,1
1906,3705,fluid annotations through open hypermedia using and extending emerging web standards,0
1907,3706,compiler construction using modern tools,3
1908,3709,expressive negotiation in settings with externalities,2
1909,3710,statistical debugging simultaneous identification of multiple bugs,2
1910,3713,document warehousing based on a multimedia database system,1
1911,3714,interactive information retrieval systems from user centred interface design to software design,0
1912,3717,planning and execution in incompletely specified environments,2
1913,3718,boltzrank learning to maximize expected ranking gain,2
1914,3719,recognizing expressions of commonsense psychology in english text,4
1915,3720,efficient incremental run time specialization for free,3
1916,3721,active learning for biomedical citation screening,0
1917,3722,using version control data to evaluate the impact of software tools,3
1918,3725,is teaching parallel algorithmic thinking to high school students possible one teachers experience,3
1919,3727,an english to korean machine translator matesek,4
1920,3728,self adjusting ring modules sarms for flexible gait pattern generation,2
1921,3729,portfolio management of software development projects using cocomo ii,3
1922,3730,performing sound flash device measurements some lessons from uflip,1
1923,3731,storage and retrieval of xml data using relational databases,1
1924,3732,intellectual property law basics for computer science instructors seminar session,3
1925,3734,bayesian extension to the language model for ad hoc information retrieval,0
1926,3735,staggered striping in multimedia information systems,1
1927,3736,relating default logic and circumscription,2
1928,3737,bottom up computation of sparse and iceberg cubes,1
1929,3738,statestep a tool for systematic incremental specification,3
1930,3741,axiomatic characterization of task oriented negotiation,2
1931,3743,cm strategy a methodology for inductive theorem proving or constructive well generalized proofs,2
1932,3744,temporal modules an approach toward federated temporal databases,1
1933,3746,m eves a tool for verifying software,3
1934,3748,static detection of dynamic memory errors,3
1935,3750,on the interpretation of natural language instructions,4
1936,3754,relevance thresholds in system evaluations,0
1937,3757,tp monitor based workflow management system architecture,1
1938,3758,a finite state model of human sentence processing,4
1939,3760,focus of control through goal relationships,2
1940,3763,using the probabilistic logic programming language p log for causal and counterfactual reasoning and non naive conditioning,2
1941,3765,using inferred disjunctive constraints to decompose constraint satisfaction problems,2
1942,3767,the hp time vault service exploiting ibe for timed release of confidential information,0
1943,3769,query processing in deductive databases with incomplete information,1
1944,3770,analyzing energy behavior of spatial access methods for memory resident data,1
1945,3771,predicting accuracy of extracting information from unstructured text collections,0
1946,3776,graphical deep knowledge for intelligent machine drafting,2
1947,3777,pods a new model and processing algorithms for uncertain data streams,1
1948,3778,a system for query specific document summarization,0
1949,3782,positive experiences with an open project assignment in an introductory programming course,3
1950,3783,on the semantic interpretation of nominals,4
1951,3784,a machine learning based approach for table detection on the web,0
1952,3786,a process oriented scientific database model,1
1953,3787,integrated environment for information management in vlsi design,1
1954,3788,content based document routing and index partitioning for scalable similarity based searches in a large corpus,0
1955,3789,transaction restarts in prolog database systems,1
1956,3790,fast speculative search engine on the highly parallel computer em x,0
1957,3791,a pylonic decision tree language model  with optimal question selection,4
1958,3796,implementing modal extensions of defeasible logic for the semantic web,2
1959,3797,hierarchical diagnosis guided by observations,2
1960,3798,video resources for use in teaching ethics and computing,3
1961,3801,a shell for intelligent help systems,2
1962,3803,time delay neural networks and independent component analysis for eeg based prediction of epileptic seizures propagation,2
1963,3805,cacheportal ii acceleration of very large scale data center hosted database driven web applications,1
1964,3809,dsdt durable scripts containing database transactions,1
1965,3810,xvm a bridge between xml data and its behavior,0
1966,3811,transduction with confidence and credibility,2
1967,3812,concurrent hierarchical reinforcement learning,2
1968,3814,prediction with expert advice for the brier game,2
1969,3815,higher order potentialities and their reducers a philosophical foundation unifying dynamic modeling methods,2
1970,3816,redus finding reducible subspaces in high dimensional data,0
1971,3817,swifft a modest proposal for fft hashing,3
1972,3819,estimating average precision with incomplete and imperfect judgments,0
1973,3821,active agent oriented multimodal interface system,2
1974,3823,a laboratory for teaching the development of real time software systems,3
1975,3824,efficient and effective metasearch for a large number of text databases,0
1976,3825,high performance spatial indexing for location based services,0
1977,3827,requirements uncertainty influencing factors and concrete improvements,3
1978,3830,constraining unification and the programming language unicorn,3
1979,3833,clustering seasonality patterns in the presence of errors,0
1980,3836,facile a language and compiler for high performance processor simulators,3
1981,3837,a parlog implementation of government binding theory,4
1982,3838,oss a semantic similarity function based on hierarchical ontologies,2
1983,3839,optimizing an ansi c interpreter with superoperators,3
1984,3840,xml screamer an integrated approach to high performance xml parsing validation and deserialization,0
1985,3841,yes nlp based fl its will be important,4
1986,3844,cayuga a high performance event processing engine,1
1987,3845,an introduction to computer science for non majors using principles of computation,3
1988,3847,an evaluation of software test environment architectures,3
1989,3849,strategies for encouraging individual achievement in introductory computer science courses,3
1990,3851,quality aware dstributed data delivery for continuous query services,1
1991,3852,image organization and retrieval with automatically constructed feature vectors,0
1992,3854,supporting ad hoc ranking aggregates,1
1993,3861,the gmap a versatile tool for physical data independence,1
1994,3862,analysis of topological characteristics of huge online social networking services,0
1995,3863,information genealogy uncovering the flow of ideas in non hyperlinked document databases,0
1996,3865,an algebra for data flow anomaly detection,3
1997,3867,the impact of pair programming on student performance perception and persistence,3
1998,3868,query preprocessing improving web search through a vietnamese word tokenization approach,0
1999,3869,automatic image annotation and retrieval using cross media relevance models,0
2000,3870,isalog a declarative language for complex objects with hierarchies,1
2001,3871,a statistical comparison of tag and query logs,0
2002,3872,reverse testing an efficient framework to select amongst classifiers under sample selection bias,0
2003,3873,word sense disambiguation in information retrieval revisited,0
2004,3874,translation of object oriented queries to relational queries,1
2005,3875,blogscope spatio temporal analysis of the blogosphere,0
2006,3881,view matching for outer join views,1
2007,3882,mining california vital statistics data,0
2008,3884,evaluation of transmission requirements in distributed database access,1
2009,3885,using a model railroad system in an artificial intelligence and operating systems course,3
2010,3887,online choice of active learning algorithms,2
2011,3888,computing geographical scopes of web resources,1
2012,3889,an integrated hierarchical file organization for data selection and retrieval,0
2013,3896,a new paradigm for parallel and distributed rule processing,1
2014,3897,linear dimensionality reduction for multi label classification,2
2015,3901,xquery implementation in a relational database system,1
2016,3902,knowledge based integrity constraint validation,1
2017,3908,a generic account of continuation passing styles,3
2018,3909,function based object model towards website adaptation,0
2019,3911,web page clustering using heuristic search in the web graph,2
2020,3912,propagating logical combinations of constraints,2
2021,3913,randomizing a practical method for protecting statistical databases against compromise,1
2022,3915,a brief overview of lilog db,1
2023,3917,an experiment in formal software development using the b theorem prover on a vdm case study,3
2024,3920,improving data mining utility with projective sampling,0
2025,3921,dynamic analysis of multiagent  learning with epsilon greedy exploration,2
2026,3922,schema virtualization in object oriented databases,1
2027,3924,a practical design methodology for the implementation of ims databases using the entity relationship model,1
